Date,Adj Close
01-08-16,155.369995
01-09-16,146.024002
01-10-16,161.988998
01-11-16,119.836998
01-12-16,124.997002
01-01-17,168.705994
01-02-17,243.033005
01-03-17,260.701996
01-04-17,304.411011
01-05-17,320.571014
01-06-17,359.997986
01-07-17,393.972992
01-08-17,520.965027
01-09-17,512.544006
01-10-17,506.752014
01-11-17,548.650024
01-12-17,524.849976
01-01-18,557.849976
01-02-18,519.049988
01-03-18,550.799988
01-04-18,603.299988
01-05-18,589.099976
01-06-18,574.75
01-07-18,534.599976
01-08-18,556.799988
01-09-18,466.149994
01-10-18,489.149994
01-11-18,525.900024
01-12-18,501.899994
01-01-19,429.700012
01-02-19,423.600006
01-03-19,453.850006
01-04-19,420.200012
01-05-19,449.649994
01-06-19,484.950012
01-07-19,412.350006
01-08-19,394.700012
01-09-19,380.799988
01-10-19,381.350006
01-11-19,338.899994
01-12-19,341.75
01-01-20,329.75
01-02-20,303.549988
01-03-20,78.300003
01-04-20,85.099998
01-05-20,84.800003
01-06-20,128.850006
01-07-20,110.199997
01-08-20,162.350006
