Date,Adj Close
01-01-05,3.723604
01-02-05,3.539267
01-03-05,3.6704
01-04-05,3.932001
01-05-05,4.373828
01-06-05,4.545723
01-07-05,4.60247
01-08-05,22.467068
01-09-05,26.613661
01-10-05,23.392817
01-11-05,26.175777
01-12-05,27.654898
01-01-06,30.126495
01-02-06,33.56144
01-03-06,37.979229
01-04-06,39.652946
01-05-06,32.189404
01-06-06,35.497887
01-07-06,32.578644
01-08-06,39.041447
01-09-06,38.266781
01-10-06,38.735638
01-11-06,37.736691
01-12-06,35.901844
01-01-07,35.596035
01-02-07,35.004787
01-03-07,30.81522
01-04-07,32.6297
01-05-07,33.394218
01-06-07,31.539003
01-07-07,34.862099
01-08-07,37.038616
01-09-07,41.158882
01-10-07,38.795132
01-11-07,40.844398
01-12-07,45.420059
01-01-08,42.405746
01-02-08,43.967091
01-03-08,44.726105
01-04-08,47.686161
01-05-08,47.219898
01-06-08,40.725147
01-07-08,40.50832
01-08-08,43.785702
01-09-08,43.63485
01-10-08,36.000832
01-11-08,40.281944
01-12-08,39.841019
01-01-09,41.790142
01-02-09,42.474701
01-03-09,42.892372
01-04-09,43.785702
01-05-09,42.613926
01-06-09,44.26136
01-07-09,57.82407
01-08-09,56.570969
01-09-09,57.085365
01-10-09,62.413013
01-11-09,62.976406
01-12-09,61.433239
01-01-10,61.273991
01-02-10,56.889458
01-03-10,64.43383
01-04-10,65.119743
01-05-10,69.369591
01-06-10,74.819946
01-07-10,79.324806
01-08-10,83.833778
01-09-10,91.618507
01-10-10,87.969711
01-11-10,88.329659
01-12-10,89.74247
01-01-11,83.550911
01-02-11,86.839775
01-03-11,93.570862
01-04-11,98.837494
01-05-11,99.351601
01-06-11,104.284492
01-07-11,109.415886
01-08-11,105.030586
01-09-11,103.980553
01-10-11,111.93663
01-11-11,105.398468
01-12-11,105.713554
01-01-12,107.105476
01-02-12,109.048019
01-03-12,119.157784
01-04-12,128.925644
01-05-12,120.444107
01-06-12,135.962433
01-07-12,139.505264
01-08-12,144.63884
01-09-12,147.206039
01-10-12,152.691391
01-11-12,161.310562
01-12-12,154.987839
01-01-13,166.25528
01-02-13,159.310791
01-03-13,167.228012
01-04-13,177.711563
01-05-13,183.683289
01-06-13,179.264221
01-07-13,188.853668
01-08-13,170.614929
01-09-13,188.134903
01-10-13,185.15036
01-11-13,177.08139
01-12-13,177.883072
01-01-14,179.678757
01-02-14,181.08812
01-03-14,195.015869
01-04-14,188.328888
01-05-14,188.881012
01-06-14,179.651398
01-07-14,202.190384
01-08-14,201.764481
01-09-14,210.225449
01-10-14,201.707413
01-11-14,206.221985
01-12-14,209.373657
01-01-15,209.288467
01-02-15,223.570694
01-03-15,185.040146
01-04-15,183.052872
01-05-15,185.750534
01-06-15,178.964218
01-07-15,190.736984
01-08-15,285.842651
01-09-15,192.375534
01-10-15,195.798264
01-11-15,202.527023
01-12-15,191.790146
01-01-16,187.344086
01-02-16,172.979996
01-03-16,192.053436
01-04-16,190.12265
01-05-16,205.393341
01-06-16,221.557068
01-07-16,227.736465
01-08-16,234.592453
01-09-16,217.723114
01-10-16,219.301788
01-11-16,209.739471
01-12-16,217.993713
01-01-17,232.833374
01-02-17,236.532013
01-03-17,252.860077
01-04-17,250.785248
01-05-17,281.276398
01-06-17,291.96637
01-07-17,261.212585
01-08-17,258.465424
01-09-17,236.53363
01-10-17,243.310074
01-11-17,234.473221
01-12-17,241.066513
01-01-18,248.529709
01-02-18,242.714813
01-03-18,233.969589
01-04-18,257.732849
01-05-18,248.758652
01-06-18,248.422745
01-07-18,277.819122
01-08-18,298.489899
01-09-18,277.865784
01-10-18,261.39447
01-11-18,266.713806
01-12-18,262.840973
01-01-19,260.04129
01-02-19,257.614929
01-03-19,277.39917
01-04-19,281.225372
01-05-19,259.947968
01-06-19,260.457672
01-07-19,256.986176
01-08-19,233.636749
01-09-19,247.142334
01-10-19,245.049911
01-11-19,234.350082
01-12-19,226.075546
01-01-20,223.650253
01-02-20,197.304886
01-03-20,163.303207
01-04-20,173.147049
01-05-20,187.698822
01-06-20,185.130859
01-07-20,184.655304
01-08-20,191.100006
