Date,Adj Close
01-07-02,14.436404
08-07-02,14.556663
15-07-02,14.513382
22-07-02,13.081758
29-07-02,15.351809
05-08-02,16.099014
12-08-02,16.555086
19-08-02,17.438143
26-08-02,17.822418
02-09-02,17.47308
09-09-02,17.579847
16-09-02,17.657492
23-09-02,16.487179
30-09-02,16.328011
07-10-02,16.700636
14-10-02,18.297922
21-10-02,18.010679
28-10-02,18.330936
04-11-02,18.967531
11-11-02,18.695786
18-11-02,19.724432
25-11-02,19.90299
02-12-02,19.491556
09-12-02,19.278061
16-12-02,19.34985
23-12-02,20.07378
30-12-02,19.864166
06-01-03,19.869978
13-01-03,19.689501
20-01-03,18.932598
27-01-03,18.000982
03-02-03,18.870459
10-02-03,18.583254
17-02-03,18.835526
24-02-03,19.46242
03-03-03,18.641466
10-03-03,18.06893
17-03-03,18.447355
24-03-03,17.987404
31-03-03,18.098013
07-04-03,18.06893
14-04-03,18.224167
21-04-03,18.492027
28-04-03,19.734127
05-05-03,19.413906
12-05-03,20.180502
19-05-03,20.339674
26-05-03,21.577883
02-06-03,21.063604
09-06-03,22.228065
16-06-03,23.124743
23-06-03,24.124216
30-06-03,24.848148
07-07-03,25.909773
14-07-03,26.579376
21-07-03,26.197012
28-07-03,27.759384
04-08-03,27.180994
11-08-03,26.97724
18-08-03,31.727905
25-08-03,31.986094
01-09-03,31.941954
08-09-03,33.195385
15-09-03,32.24651
22-09-03,34.556908
29-09-03,37.410183
06-10-03,41.783867
13-10-03,44.211182
20-10-03,43.1586
27-10-03,44.857792
03-11-03,45.663227
10-11-03,43.191719
17-11-03,40.183975
24-11-03,44.233284
01-12-03,45.409462
08-12-03,48.238464
15-12-03,55.02393
22-12-03,58.407139
29-12-03,59.205517
05-01-04,64.287766
12-01-04,58.113201
19-01-04,58.786461
26-01-04,55.339706
02-02-04,54.924622
09-02-04,58.135532
16-02-04,59.746212
23-02-04,62.08128
01-03-04,65.854752
08-03-04,63.398506
15-03-04,61.838486
22-03-04,63.210835
29-03-04,64.93869
05-04-04,67.112404
12-04-04,66.940102
19-04-04,68.79406
26-04-04,62.621487
03-05-04,64.292236
10-05-04,56.546715
17-05-04,27.686338
24-05-04,81.617348
31-05-04,81.617348
07-06-04,81.617348
14-06-04,81.617348
21-06-04,36.868446
28-06-04,40.299862
05-07-04,41.085976
12-07-04,41.703831
19-07-04,42.790638
26-07-04,42.738251
02-08-04,44.586361
09-08-04,42.277592
16-08-04,44.01815
23-08-04,45.080078
30-08-04,47.477123
06-09-04,46.8703
13-09-04,47.115761
20-09-04,58.218044
27-09-04,58.264645
04-10-04,168.633163
11-10-04,55.984631
18-10-04,167.35463
25-10-04,55.269035
01-11-04,56.064548
08-11-04,57.139618
15-11-04,56.490589
22-11-04,174.823914
29-11-04,66.392944
06-12-04,60.321415
13-12-04,62.631653
20-12-04,65.091042
27-12-04,65.540382
03-01-05,64.871765
10-01-05,60.491592
17-01-05,190.261444
24-01-05,64.25946
31-01-05,65.933403
07-02-05,66.239548
14-02-05,68.250229
21-02-05,72.051048
28-02-05,74.397804
07-03-05,72.816727
14-03-05,68.745689
21-03-05,194.035934
28-03-05,67.97403
04-04-05,65.473877
11-04-05,63.387135
18-04-05,66.066422
25-04-05,64.345757
02-05-05,67.34494
09-05-05,67.97403
16-05-05,71.695183
23-05-05,72.936554
30-05-05,109.164879
06-06-05,73.296021
13-06-05,74.248032
20-06-05,75.675728
27-06-05,78.737846
04-07-05,81.514175
11-07-05,83.956802
18-07-05,83.697372
25-07-05,84.409752
01-08-05,88.800102
08-08-05,88.051193
15-08-05,100.477615
22-08-05,100.002678
29-08-05,98.936096
05-09-05,100.77549
12-09-05,102.554497
19-09-05,103.489464
26-09-05,114.510948
03-10-05,112.856094
10-10-05,106.780174
17-10-05,99.998611
24-10-05,101.352226
31-10-05,170.50032
07-11-05,118.763092
14-11-05,117.579117
21-11-05,123.576302
28-11-05,132.999924
05-12-05,128.646698
12-12-05,128.925552
19-12-05,132.05748
26-12-05,139.102982
02-01-06,138.774597
09-01-06,136.173935
16-01-06,140.896942
23-01-06,160.991898
30-01-06,166.054169
06-02-06,174.286362
13-02-06,172.443527
20-02-06,176.706497
27-02-06,181.644592
06-03-06,189.711227
13-03-06,186.03923
20-03-06,184.437302
27-03-06,183.397125
03-04-06,199.01001
10-04-06,281.897644
17-04-06,203.989487
24-04-06,306.996521
01-05-06,206.111801
08-05-06,213.925323
15-05-06,186.993179
22-05-06,177.317169
29-05-06,165.273895
05-06-06,152.649811
12-06-06,158.115753
19-06-06,163.732361
26-06-06,169.020538
03-07-06,163.784607
10-07-06,165.473389
17-07-06,152.540543
24-07-06,164.708679
31-07-06,168.549683
07-08-06,174.942413
14-08-06,177.878967
21-08-06,193.62735
28-08-06,200.20401
04-09-06,210.362823
11-09-06,217.677597
18-09-06,219.140366
25-09-06,209.753036
02-10-06,208.854721
09-10-06,209.175964
16-10-06,210.93988
23-10-06,209.159653
30-10-06,220.994843
06-11-06,220.154388
13-11-06,223.162323
20-11-06,228.520248
27-11-06,227.390594
04-12-06,239.144226
11-12-06,240.784302
18-12-06,236.34169
25-12-06,238.344467
01-01-07,242.448837
08-01-07,241.69075
15-01-07,258.677612
22-01-07,399.365814
29-01-07,276.983459
05-02-07,282.893341
12-02-07,419.159637
19-02-07,265.584381
26-02-07,241.056427
05-03-07,244.641525
12-03-07,238.575241
19-03-07,268.057556
26-03-07,267.059784
02-04-07,394.979645
09-04-07,274.466309
16-04-07,288.71579
23-04-07,286.335297
30-04-07,288.690491
07-05-07,287.032318
14-05-07,294.471527
21-05-07,295.679108
28-05-07,340.077026
04-06-07,320.471344
11-06-07,331.192413
18-06-07,358.365173
25-06-07,373.753998
02-07-07,402.092133
09-07-07,408.043854
16-07-07,421.528015
23-07-07,411.537659
30-07-07,428.533386
06-08-07,412.983063
13-08-07,392.46756
20-08-07,417.287872
27-08-07,440.815765
03-09-07,442.189026
10-09-07,442.257385
17-09-07,475.572998
24-09-07,479.242645
01-10-07,527.32135
08-10-07,572.942444
15-10-07,514.418457
22-10-07,660.984009
29-10-07,761.272034
05-11-07,704.446106
12-11-07,746.978088
19-11-07,699.590515
26-11-07,704.66803
03-12-07,727.887939
10-12-07,712.42511
17-12-07,1021.227173
24-12-07,709.276306
31-12-07,725.165955
07-01-08,712.885986
14-01-08,672.308533
21-01-08,664.371826
28-01-08,635.229553
04-02-08,602.179016
11-02-08,603.868591
18-02-08,585.162537
25-02-08,600.983948
03-03-08,509.613617
10-03-08,496.207672
17-03-08,729.245117
24-03-08,537.749634
31-03-08,458.428925
07-04-08,473.968506
14-04-08,706.843994
21-04-08,508.922272
28-04-08,535.070007
05-05-08,484.055969
12-05-08,511.807129
19-05-08,485.378418
26-05-08,509.059113
02-06-08,457.541168
09-06-08,463.062531
16-06-08,437.640747
23-06-08,386.711823
30-06-08,406.450256
07-07-08,401.790588
14-07-08,434.799042
21-07-08,448.102783
28-07-08,459.094849
04-08-08,484.089569
11-08-08,681.038025
18-08-08,444.596008
25-08-08,454.143555
01-09-08,458.047699
08-09-08,462.092896
15-09-08,462.96814
22-09-08,432.248352
29-09-08,405.862061
06-10-08,311.785339
13-10-08,280.041199
20-10-08,269.097809
27-10-08,282.615234
03-11-08,304.781555
10-11-08,277.327606
17-11-08,265.158295
24-11-08,254.670349
01-12-08,255.318039
08-12-08,275.996796
15-12-08,286.904694
22-12-08,260.746002
29-12-08,289.023346
05-01-09,252.429581
12-01-09,251.133484
19-01-09,224.484726
26-01-09,241.713989
02-02-09,223.732254
09-02-09,245.898544
16-02-09,217.621201
23-02-09,214.924973
02-03-09,203.40416
09-03-09,215.432388
16-03-09,204.891708
23-03-09,238.264465
30-03-09,375.755035
06-04-09,435.898712
13-04-09,304.396301
20-04-09,310.454498
27-04-09,462.189056
04-05-09,347.171234
11-05-09,346.331299
18-05-09,455.500397
25-05-09,491.026703
01-06-09,533.188416
08-06-09,553.91925
15-06-09,524.24176
22-06-09,563.934448
29-06-09,562.93689
06-07-09,475.040527
13-07-09,497.067535
20-07-09,525.134521
27-07-09,527.498291
03-08-09,513.508118
10-08-09,520.529053
17-08-09,519.426147
24-08-09,576.356079
31-08-09,558.210388
07-09-09,579.774414
14-09-09,589.443787
21-09-09,586.327576
28-09-09,887.314941
05-10-09,581.679932
12-10-09,603.724854
19-10-09,559.279419
26-10-09,558.424438
02-11-09,562.537476
09-11-09,585.632751
16-11-09,581.840271
23-11-09,566.063293
30-11-09,577.976257
07-12-09,602.104492
14-12-09,587.645813
21-12-09,898.805725
28-12-09,896.001282
04-01-10,597.652405
11-01-10,588.055237
18-01-10,524.128235
25-01-10,507.086792
01-02-10,507.140472
08-02-10,774.546448
15-02-10,526.532227
22-02-10,557.106201
01-03-10,565.369385
08-03-10,557.266479
15-03-10,577.406555
22-03-10,581.537231
29-03-10,884.486267
05-04-10,584.33313
12-04-10,560.561462
19-04-10,576.088379
26-04-10,575.18042
03-05-10,540.385986
10-05-10,544.659424
17-05-10,572.865601
24-05-10,579.27594
31-05-10,595.462524
07-06-10,597.261597
14-06-10,640.513794
21-06-10,626.482117
28-06-10,636.0625
05-07-10,648.936523
12-07-10,666.191711
19-07-10,690.14209
26-07-10,639.018494
02-08-10,641.582581
09-08-10,644.146851
16-08-10,665.550781
23-08-10,665.628052
30-08-10,663.96405
06-09-10,1021.315918
13-09-10,710.313354
20-09-10,730.575439
27-09-10,759.340271
04-10-10,739.332031
11-10-10,719.521545
18-10-10,730.64801
25-10-10,733.704956
01-11-10,785.753662
08-11-10,752.683228
15-11-10,741.231323
22-11-10,700.906311
29-11-10,731.371826
06-12-10,703.294128
13-12-10,1074.069824
20-12-10,709.246094
27-12-10,716.138977
03-01-11,668.016724
10-01-11,618.735779
17-01-11,596.809631
24-01-11,581.558899
31-01-11,568.080566
07-02-11,563.033203
14-02-11,593.082581
21-02-11,547.782654
28-02-11,582.82489
07-03-11,557.78717
14-03-11,548.596802
21-03-11,578.33844
28-03-11,595.940796
04-04-11,607.30249
11-04-11,625.10376
18-04-11,927.449768
25-04-11,577.306763
02-05-11,559.415344
09-05-11,553.046753
16-05-11,597.822144
23-05-11,592.774719
30-05-11,619.712708
06-06-11,612.946594
13-06-11,607.826782
20-06-11,629.373596
27-06-11,653.995361
04-07-11,664.524963
11-07-11,659.621582
18-07-11,661.141602
25-07-11,624.344238
01-08-11,592.901917
08-08-11,595.868408
15-08-11,559.215942
22-08-11,565.430176
29-08-11,594.211853
05-09-11,624.950806
12-09-11,594.027405
19-09-11,535.854431
26-09-11,501.275513
03-10-11,514.401855
10-10-11,519.718872
17-10-11,493.041656
24-10-11,523.208191
31-10-11,514.604614
07-11-11,491.232208
14-11-11,459.552094
21-11-11,467.434448
28-11-11,483.810852
05-12-11,452.998016
12-12-11,396.061188
19-12-11,372.504333
26-12-11,367.261292
02-01-12,399.329468
09-01-12,432.929626
16-01-12,470.554932
23-01-12,510.100159
30-01-12,500.167267
06-02-12,498.838104
13-02-12,534.340637
20-02-12,497.952515
27-02-12,479.87796
05-03-12,480.874939
12-03-12,487.392456
19-03-12,480.265961
26-03-12,483.33075
02-04-12,496.733734
09-04-12,473.471771
16-04-12,476.81311
23-04-12,450.560486
30-04-12,423.569244
07-05-12,420.191284
14-05-12,428.739258
21-05-12,438.652832
28-05-12,419.046478
04-06-12,483.496796
11-06-12,488.776489
18-06-12,502.881378
25-06-12,516.118286
02-07-12,518.776794
09-07-12,518.684631
16-07-12,513.386719
23-07-12,487.318481
30-07-12,510.414185
06-08-12,525.774475
13-08-12,536.076172
20-08-12,538.492004
27-08-12,508.966797
03-09-12,518.556091
10-09-12,564.71875
17-09-12,600.819702
24-09-12,605.196899
01-10-12,625.322083
08-10-12,625.359619
15-10-12,618.93573
22-10-12,649.010071
29-10-12,634.986389
05-11-12,614.406677
12-11-12,598.204346
19-11-12,601.615173
26-11-12,632.144287
03-12-12,635.005188
10-12-12,621.247498
17-12-12,602.657288
24-12-12,613.971008
31-12-12,617.022156
07-01-13,580.618591
14-01-13,582.608032
21-01-13,610.692078
28-01-13,581.148987
04-02-13,572.715881
11-02-13,547.284912
18-02-13,543.987244
25-02-13,530.778748
04-03-13,567.580688
11-03-13,571.598083
18-03-13,530.285889
25-03-13,517.798035
01-04-13,511.582275
08-04-13,515.353149
15-04-13,559.204773
22-04-13,583.991211
29-04-13,595.191467
06-05-13,592.026001
13-05-13,615.278198
20-05-13,552.136108
27-05-13,530.893066
03-06-13,535.270386
10-06-13,546.052673
17-06-13,527.879272
24-06-13,533.602234
01-07-13,533.943298
08-07-13,565.950989
15-07-13,553.727478
22-07-13,480.816132
29-07-13,471.947479
05-08-13,443.437042
12-08-13,430.617432
19-08-13,430.099213
26-08-13,421.68869
02-09-13,438.886841
09-09-13,486.785828
16-09-13,492.606232
23-09-13,474.825745
30-09-13,477.18277
07-10-13,513.877869
14-10-13,507.534637
21-10-13,551.446472
28-10-13,571.641602
04-11-13,567.392761
11-11-13,546.819519
18-11-13,561.136841
25-11-13,608.744202
02-12-13,638.105835
09-12-13,611.07251
16-12-13,617.561584
23-12-13,627.36792
30-12-13,589.014404
06-01-14,556.422546
13-01-14,583.660339
20-01-14,585.69696
27-01-14,573.795349
03-02-14,572.77655
10-02-14,577.781494
17-02-14,614.098267
24-02-14,645.817932
03-03-14,697.615784
10-03-14,730.382202
17-03-14,708.06311
24-03-14,749.705261
31-03-14,743.273865
07-04-14,755.728882
14-04-14,738.530823
21-04-14,785.643188
28-04-14,735.387939
05-05-14,781.452759
12-05-14,830.923218
19-05-14,881.146973
26-05-14,899.480042
02-06-14,984.196167
09-06-14,981.227783
16-06-14,959.106018
23-06-14,970.367798
30-06-14,1014.25354
07-07-14,916.276672
14-07-14,981.542175
21-07-14,964.955078
28-07-14,854.784851
04-08-14,839.711792
11-08-14,863.747986
18-08-14,909.337769
25-08-14,901.366272
01-09-14,952.206238
08-09-14,932.189148
15-09-14,904.873901
22-09-14,871.544312
29-09-14,854.332153
06-10-14,863.100708
13-10-14,857.904297
20-10-14,917.450867
27-10-14,977.502502
03-11-14,976.528076
10-11-14,957.547241
17-11-14,983.9151
24-11-14,967.998718
01-12-14,961.595032
08-12-14,892.181458
15-12-14,906.468018
22-12-14,879.92926
29-12-14,906.175659
05-01-15,885.866211
12-01-15,939.894958
19-01-15,1010.486511
26-01-15,1004.135925
02-02-15,994.100769
09-02-15,981.46167
16-02-15,990.584534
23-02-15,1038.616821
02-03-15,1078.243896
09-03-15,999.175903
16-03-15,986.306335
23-03-15,990.672913
30-03-15,1024.038086
06-04-15,1041.601685
13-04-15,1027.279663
20-04-15,991.177795
27-04-15,963.242493
04-05-15,945.501648
11-05-15,940.010071
18-05-15,976.324463
25-05-15,976.917786
01-06-15,994.127197
08-06-15,978.689331
15-06-15,1013.32074
22-06-15,1051.459717
29-06-15,1067.172119
06-07-15,1107.968262
13-07-15,1105.134155
20-07-15,1064.24939
27-07-15,1057.695313
03-08-15,1082.610352
10-08-15,1062.566772
17-08-15,1027.430176
24-08-15,954.473816
31-08-15,905.706299
07-09-15,975.832886
14-09-15,937.881714
21-09-15,890.303345
28-09-15,907.135681
05-10-15,941.406677
12-10-15,977.056458
19-10-15,919.435913
